x	y	total	home	work
4511935.0	5347670.0	1030	669	361
4491178.5	5342258.5	642	410	232
4504581.0	5341783.5	23	15	8
4496678.5	5369763.0	208	135	73
4503278.5	5350340.5	318	183	135
4484340.5	5357249.0	21426	14118	7308
4481427.0	5362646.0	1702	1053	649
4498550.0	5353614.5	543	294	249
4485942.0	5337060.0	1014	652	362
4493682.5	5351729.0	5406	3409	1997
4499590.5	5359250.5	495	304	191
4488325.5	5355454.0	1339	778	561
4467859.0	5331594.0	26863	17832	9031
4509783.0	5356190.0	76	35	41
4511233.5	5348363.0	54	31	23
4489838.5	5339512.0	2371	1533	838
4505875.0	5356669.0	12	2	10
4499477.0	5362687.5	157	88	69
4497776.0	5346844.0	653	409	244
4510174.0	5342884.0	17	8	9
4475709.0	5343146.5	1728	1135	593
4503791.5	5346582.5	195	98	97
4497936.0	5365234.5	113	56	57
4495707.0	5344803.5	1147	727	420
4485864.0	5343176.0	622	396	226
4493354.0	5352510.5	2298	1191	1107
4487083.0	5345227.5	516	331	185
4488588.0	5348786.0	938	605	333
