x	y	total	home	work
4511935.0	5347670.0	1682	1131	551
4504581.0	5341783.5	1063	700	363
4491178.5	5342258.5	786	521	265
4496678.5	5369763.0	384	262	122
4503278.5	5350340.5	518	333	185
4484340.5	5357249.0	22114	14734	7380
4481427.0	5362646.0	2134	1414	720
4498550.0	5353614.5	1003	668	335
4485942.0	5337060.0	1109	719	390
4493682.5	5351729.0	7647	5011	2636
4499590.5	5359250.5	631	411	220
4488325.5	5355454.0	2222	1473	749
4467859.0	5331594.0	27422	18277	9145
4509783.0	5356190.0	1325	874	451
4511233.5	5348363.0	1145	752	393
4489838.5	5339512.0	2733	1818	915
4505875.0	5356669.0	453	304	149
4499477.0	5362687.5	676	402	274
4497776.0	5346844.0	815	540	275
4510174.0	5342884.0	917	610	307
4475709.0	5343146.5	1846	1226	620
4503791.5	5346582.5	519	349	170
4497936.0	5365234.5	377	239	138
4495707.0	5344803.5	1330	880	450
4485864.0	5343176.0	1040	691	349
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	736	486	250
4488588.0	5348786.0	1280	845	435
